PDSTIME,M65536,MOD60,FDS_Line,MAG_ID,BR,BTheta,BPhi,BMAG,AVG_BMAG,DELTA,LAMBDA,RMS_RS,RMS_BT,RMS_BPhi,NPTS,DFLAG
1986-01-25 00:06:02.817000+00:00,26855,29,449,1,-14.277,-4.091,-2.819,15.116,15.116,-10.749,195.991,0.015,0.017,0.011,32,
1986-01-25 00:06:04.737000+00:00,26855,29,481,1,-14.275,-4.092,-2.824,15.115,15.115,-10.767,195.997,0.013,0.016,0.01,32,
1986-01-25 00:06:06.657000+00:00,26855,29,513,1,-14.273,-4.105,-2.829,15.117,15.117,-10.787,196.045,0.009,0.006,0.016,32,
1986-01-25 00:06:08.577000+00:00,26855,29,545,1,-14.277,-4.104,-2.822,15.12,15.12,-10.757,196.038,0.011,0.014,0.006,32,
1986-01-25 00:06:10.497000+00:00,26855,29,577,1,-14.274,-4.098,-2.819,15.116,15.116,-10.749,196.018,0.013,0.01,0.01,32,
1986-01-25 00:06:12.417000+00:00,26855,29,609,1,-14.271,-4.097,-2.818,15.112,15.112,-10.747,196.02,0.011,0.009,0.014,32,
1986-01-25 00:06:14.337000+00:00,26855,29,641,1,-14.267,-4.101,-2.821,15.11,15.11,-10.76,196.038,0.008,0.019,0.013,32,
1986-01-25 00:06:16.257000+00:00,26855,29,673,1,-14.259,-4.094,-2.811,15.098,15.098,-10.73,196.019,0.011,0.01,0.013,32,
1986-01-25 00:06:18.177000+00:00,26855,29,705,1,-14.261,-4.095,-2.817,15.101,15.101,-10.752,196.021,0.009,0.008,0.015,32,
1986-01-25 00:06:20.097000+00:00,26855,29,737,1,-14.257,-4.106,-2.815,15.101,15.101,-10.745,196.067,0.006,0.015,0.02,32,
1986-01-25 00:06:22.017000+00:00,26855,29,769,1,-14.262,-4.101,-2.812,15.103,15.103,-10.729,196.043,0.012,0.012,0.01,32,
1986-01-25 00:06:23.937000+00:00,26855,30,1,1,-14.252,-4.094,-2.807,15.091,15.091,-10.721,196.027,0.018,0.01,0.014,32,
1986-01-25 00:06:25.857000+00:00,26855,30,33,1,-14.249,-4.091,-2.796,15.085,15.085,-10.681,196.018,0.016,0.007,0.013,32,
1986-01-25 00:06:27.777000+00:00,26855,30,65,1,-14.241,-4.096,-2.799,15.08,15.08,-10.697,196.047,0.015,0.016,0.012,32,
1986-01-25 00:06:29.697000+00:00,26855,30,97,1,-14.239,-4.1,-2.794,15.077,15.077,-10.681,196.063,0.018,0.015,0.011,32,
1986-01-25 00:06:31.617000+00:00,26855,30,129,1,-14.24,-4.092,-2.798,15.077,15.077,-10.696,196.033,0.013,0.008,0.015,32,
1986-01-25 00:06:33.537000+00:00,26855,30,161,1,-14.234,-4.097,-2.8,15.073,15.073,-10.707,196.057,0.018,0.012,0.007,32,
1986-01-25 00:06:35.457000+00:00,26855,30,193,1,-14.225,-4.1,-2.798,15.066,15.066,-10.704,196.077,0.011,0.011,0.013,32,
1986-01-25 00:06:37.377000+00:00,26855,30,225,1,-14.219,-4.1,-2.793,15.059,15.059,-10.689,196.085,0.013,0.012,0.012,32,
1986-01-25 00:06:39.297000+00:00,26855,30,257,1,-14.223,-4.101,-2.797,15.063,15.063,-10.702,196.085,0.015,0.02,0.011,32,
1986-01-25 00:06:41.217000+00:00,26855,30,289,1,-14.22,-4.107,-2.797,15.062,15.062,-10.703,196.109,0.013,0.011,0.015,32,
1986-01-25 00:06:43.137000+00:00,26855,30,321,1,-14.212,-4.103,-2.791,15.053,15.053,-10.684,196.103,0.007,0.015,0.015,32,
1986-01-25 00:06:45.057000+00:00,26855,30,353,1,-14.198,-4.107,-2.796,15.042,15.042,-10.714,196.134,0.017,0.018,0.009,32,
1986-01-25 00:06:46.977000+00:00,26855,30,385,1,-14.199,-4.109,-2.802,15.044,15.044,-10.734,196.139,0.011,0.01,0.014,32,
1986-01-25 00:06:48.897000+00:00,26855,30,417,1,-14.21,-4.105,-2.795,15.052,15.052,-10.699,196.111,0.008,0.012,0.016,32,
1986-01-25 00:06:50.817000+00:00,26855,30,449,1,-14.205,-4.105,-2.799,15.048,15.048,-10.72,196.118,0.014,0.018,0.01,32,
1986-01-25 00:06:52.737000+00:00,26855,30,481,1,-14.21,-4.106,-2.788,15.051,15.051,-10.676,196.115,0.015,0.01,0.011,32,
1986-01-25 00:06:54.657000+00:00,26855,30,513,1,-14.204,-4.099,-2.794,15.044,15.044,-10.705,196.097,0.013,0.012,0.017,32,
1986-01-25 00:06:56.577000+00:00,26855,30,545,1,-14.183,-4.095,-2.792,15.023,15.023,-10.71,196.105,0.014,0.015,0.012,32,
1986-01-25 00:06:58.497000+00:00,26855,30,577,1,-14.188,-4.102,-2.791,15.03,15.03,-10.701,196.127,0.016,0.014,0.014,32,
1986-01-25 00:07:00.417000+00:00,26855,30,609,1,-14.185,-4.103,-2.791,15.028,15.028,-10.705,196.131,0.011,0.013,0.017,32,
1986-01-25 00:07:02.337000+00:00,26855,30,641,1,-14.186,-4.101,-2.798,15.029,15.029,-10.728,196.123,0.01,0.016,0.007,32,
1986-01-25 00:07:04.257000+00:00,26855,30,673,1,-14.186,-4.097,-2.797,15.027,15.027,-10.726,196.107,0.012,0.011,0.014,32,
1986-01-25 00:07:06.177000+00:00,26855,30,705,1,-14.19,-4.103,-2.794,15.032,15.032,-10.713,196.128,0.011,0.013,0.017,32,
1986-01-25 00:07:08.097000+00:00,26855,30,737,1,-14.185,-4.103,-2.795,15.028,15.028,-10.72,196.132,0.009,0.014,0.013,32,
1986-01-25 00:07:10.017000+00:00,26855,30,769,1,-14.173,-4.111,-2.791,15.019,15.019,-10.711,196.173,0.014,0.011,0.013,32,
1986-01-25 00:07:11.937000+00:00,26855,31,1,1,-14.17,-4.108,-2.795,15.016,15.016,-10.728,196.166,0.016,0.011,0.012,32,
1986-01-25 00:07:13.857000+00:00,26855,31,33,1,-14.168,-4.105,-2.787,15.011,15.011,-10.699,196.158,0.011,0.009,0.013,32,
1986-01-25 00:07:15.777000+00:00,26855,31,65,1,-14.17,-4.102,-2.797,15.014,15.014,-10.735,196.144,0.011,0.016,0.008,32,
1986-01-25 00:07:17.697000+00:00,26855,31,97,1,-14.165,-4.098,-2.791,15.007,15.007,-10.719,196.135,0.018,0.009,0.011,32,
1986-01-25 00:07:19.617000+00:00,26855,31,129,1,-14.171,-4.117,-2.789,15.017,15.017,-10.701,196.198,0.01,0.006,0.016,32,
1986-01-25 00:07:21.537000+00:00,26855,31,161,1,-14.175,-4.124,-2.79,15.023,15.023,-10.701,196.224,0.008,0.016,0.01,32,
1986-01-25 00:07:23.457000+00:00,26855,31,193,1,-14.164,-4.108,-2.779,15.007,15.007,-10.673,196.174,0.012,0.007,0.011,32,
1986-01-25 00:07:25.377000+00:00,26855,31,225,1,-14.165,-4.108,-2.777,15.007,15.007,-10.662,196.172,0.008,0.006,0.009,32,
1986-01-25 00:07:27.297000+00:00,26855,31,257,1,-14.166,-4.104,-2.777,15.006,15.006,-10.666,196.156,0.01,0.014,0.009,32,
1986-01-25 00:07:29.217000+00:00,26855,31,289,1,-14.164,-4.103,-2.781,15.005,15.005,-10.679,196.157,0.016,0.012,0.014,32,
1986-01-25 00:07:31.137000+00:00,26855,31,321,1,-14.169,-4.092,-2.778,15.006,15.006,-10.67,196.111,0.011,0.007,0.015,32,
1986-01-25 00:07:33.057000+00:00,26855,31,353,1,-14.166,-4.086,-2.773,15.001,15.001,-10.653,196.089,0.007,0.016,0.011,32,
1986-01-25 00:07:34.977000+00:00,26855,31,385,1,-14.165,-4.083,-2.777,15.001,15.001,-10.666,196.077,0.016,0.011,0.012,32,
1986-01-25 00:07:36.897000+00:00,26855,31,417,1,-14.159,-4.093,-2.768,14.996,14.996,-10.638,196.125,0.015,0.007,0.01,32,
1986-01-25 00:07:38.817000+00:00,26855,31,449,1,-14.162,-4.094,-2.768,14.999,14.999,-10.635,196.123,0.013,0.013,0.009,32,
1986-01-25 00:07:40.737000+00:00,26855,31,481,1,-14.16,-4.095,-2.757,14.996,14.996,-10.594,196.129,0.013,0.009,0.014,32,
1986-01-25 00:07:42.657000+00:00,26855,31,513,1,-14.146,-4.102,-2.756,14.985,14.985,-10.6,196.171,0.008,0.01,0.015,32,
1986-01-25 00:07:44.577000+00:00,26855,31,545,1,-14.145,-4.109,-2.756,14.985,14.985,-10.598,196.197,0.012,0.014,0.009,32,
1986-01-25 00:07:46.497000+00:00,26855,31,577,1,-14.153,-4.103,-2.741,14.988,14.988,-10.537,196.167,0.015,0.011,0.013,32,
1986-01-25 00:07:48.417000+00:00,26855,31,609,1,-14.135,-4.102,-2.746,14.972,14.972,-10.567,196.183,0.012,0.008,0.013,32,
1986-01-25 00:07:50.337000+00:00,26855,31,641,1,-14.138,-4.106,-2.758,14.979,14.979,-10.611,196.193,0.008,0.01,0.007,32,
1986-01-25 00:07:52.257000+00:00,26855,31,673,1,-14.142,-4.109,-2.748,14.981,14.981,-10.571,196.201,0.015,0.016,0.013,32,
1986-01-25 00:07:54.177000+00:00,26855,31,705,1,-14.131,-4.099,-2.739,14.966,14.966,-10.544,196.178,0.012,0.01,0.02,32,
1986-01-25 00:07:56.097000+00:00,26855,31,737,1,-14.135,-4.104,-2.743,14.972,14.972,-10.556,196.192,0.009,0.014,0.007,32,
1986-01-25 00:07:58.017000+00:00,26855,31,769,1,-14.134,-4.1,-2.736,14.969,14.969,-10.531,196.175,0.015,0.015,0.012,32,
1986-01-25 00:07:59.937000+00:00,26855,32,1,1,-14.128,-4.096,-2.738,14.963,14.963,-10.545,196.167,0.021,0.007,0.012,32,
1986-01-25 00:08:01.857000+00:00,26855,32,33,1,-14.12,-4.089,-2.735,14.952,14.952,-10.538,196.15,0.006,0.014,0.009,32,
1986-01-25 00:08:03.777000+00:00,26855,32,65,1,-14.126,-4.095,-2.723,14.958,14.958,-10.488,196.166,0.012,0.012,0.01,32,
1986-01-25 00:08:05.697000+00:00,26855,32,97,1,-14.126,-4.103,-2.737,14.962,14.962,-10.541,196.196,0.017,0.006,0.009,32,
1986-01-25 00:08:07.617000+00:00,26855,32,129,1,-14.118,-4.096,-2.722,14.95,14.95,-10.49,196.177,0.009,0.013,0.011,32,
1986-01-25 00:08:09.537000+00:00,26855,32,161,1,-14.117,-4.1,-2.72,14.949,14.949,-10.484,196.195,0.009,0.016,0.007,32,
1986-01-25 00:08:11.457000+00:00,26855,32,193,1,-14.115,-4.098,-2.721,14.947,14.947,-10.49,196.188,0.016,0.009,0.008,32,
1986-01-25 00:08:13.377000+00:00,26855,32,225,1,-14.108,-4.092,-2.71,14.938,14.938,-10.452,196.174,0.005,0.015,0.013,32,
1986-01-25 00:08:15.297000+00:00,26855,32,257,1,-14.107,-4.094,-2.712,14.937,14.937,-10.46,196.184,0.009,0.014,0.009,32,
1986-01-25 00:08:17.217000+00:00,26855,32,289,1,-14.096,-4.091,-2.703,14.925,14.925,-10.433,196.182,0.013,0.009,0.009,32,
1986-01-25 00:08:19.137000+00:00,26855,32,321,1,-14.093,-4.092,-2.705,14.923,14.923,-10.445,196.19,0.005,0.016,0.015,32,
1986-01-25 00:08:21.057000+00:00,26855,32,353,1,-14.102,-4.085,-2.693,14.926,14.926,-10.394,196.153,0.011,0.011,0.008,32,
1986-01-25 00:08:22.977000+00:00,26855,32,385,1,-14.103,-4.088,-2.688,14.928,14.928,-10.374,196.163,0.018,0.007,0.007,32,
1986-01-25 00:08:24.897000+00:00,26855,32,417,1,-14.088,-4.082,-2.684,14.911,14.911,-10.37,196.159,0.007,0.017,0.013,32,
1986-01-25 00:08:26.817000+00:00,26855,32,449,1,-14.091,-4.093,-2.698,14.919,14.919,-10.418,196.197,0.012,0.012,0.009,32,
1986-01-25 00:08:28.737000+00:00,26855,32,481,1,-14.09,-4.086,-2.682,14.913,14.913,-10.361,196.171,0.015,0.008,0.009,32,
1986-01-25 00:08:30.657000+00:00,26855,32,513,1,-14.082,-4.089,-2.688,14.908,14.908,-10.388,196.193,0.008,0.01,0.012,32,
1986-01-25 00:08:32.577000+00:00,26855,32,545,1,-14.08,-4.08,-2.685,14.903,14.903,-10.379,196.158,0.01,0.017,0.008,32,
1986-01-25 00:08:34.497000+00:00,26855,32,577,1,-14.084,-4.081,-2.673,14.905,14.905,-10.329,196.159,0.019,0.008,0.011,32,
1986-01-25 00:08:36.417000+00:00,26855,32,609,1,-14.08,-4.083,-2.672,14.902,14.902,-10.33,196.172,0.005,0.013,0.014,32,
1986-01-25 00:08:38.337000+00:00,26855,32,641,1,-14.073,-4.087,-2.671,14.896,14.896,-10.331,196.193,0.01,0.009,0.01,32,
1986-01-25 00:08:40.257000+00:00,26855,32,673,1,-14.074,-4.086,-2.674,14.897,14.897,-10.34,196.188,0.017,0.009,0.011,32,
1986-01-25 00:08:42.177000+00:00,26855,32,705,1,-14.07,-4.087,-2.681,14.895,14.895,-10.37,196.197,0.005,0.011,0.012,32,
1986-01-25 00:08:44.097000+00:00,26855,32,737,1,-14.068,-4.088,-2.681,14.893,14.893,-10.37,196.202,0.013,0.011,0.01,32,
1986-01-25 00:08:46.017000+00:00,26855,32,769,1,-14.06,-4.091,-2.691,14.888,14.888,-10.412,196.223,0.017,0.009,0.01,32,
1986-01-25 00:08:47.937000+00:00,26855,33,1,1,-14.061,-4.084,-2.69,14.887,14.887,-10.411,196.195,0.014,0.009,0.014,32,
1986-01-25 00:08:49.857000+00:00,26855,33,33,1,-14.063,-4.087,-2.681,14.888,14.888,-10.372,196.203,0.006,0.011,0.017,32,
1986-01-25 00:08:51.777000+00:00,26855,33,65,1,-14.064,-4.087,-2.671,14.887,14.887,-10.335,196.206,0.01,0.012,0.008,32,
1986-01-25 00:08:53.697000+00:00,26855,33,97,1,-14.062,-4.076,-2.663,14.881,14.881,-10.31,196.164,0.013,0.007,0.017,32,
1986-01-25 00:08:55.617000+00:00,26855,33,129,1,-14.058,-4.078,-2.666,14.879,14.879,-10.322,196.178,0.01,0.015,0.018,32,
1986-01-25 00:08:57.537000+00:00,26855,33,161,1,-14.058,-4.086,-2.673,14.882,14.882,-10.347,196.206,0.009,0.014,0.008,32,
1986-01-25 00:08:59.457000+00:00,26855,33,193,1,-14.058,-4.089,-2.667,14.881,14.881,-10.324,196.217,0.008,0.005,0.011,32,
1986-01-25 00:09:01.377000+00:00,26855,33,225,1,-14.057,-4.093,-2.667,14.882,14.882,-10.325,196.236,0.008,0.011,0.015,32,
1986-01-25 00:09:03.297000+00:00,26855,33,257,1,-14.056,-4.092,-2.665,14.88,14.88,-10.315,196.23,0.009,0.013,0.007,32,
1986-01-25 00:09:05.217000+00:00,26855,33,289,1,-14.042,-4.094,-2.67,14.868,14.868,-10.345,196.252,0.015,0.006,0.008,32,
1986-01-25 00:09:07.137000+00:00,26855,33,321,1,-14.048,-4.094,-2.67,14.874,14.874,-10.339,196.248,0.009,0.016,0.016,32,
1986-01-25 00:09:09.057000+00:00,26855,33,353,1,-14.052,-4.092,-2.668,14.877,14.877,-10.329,196.236,0.012,0.013,0.01,32,
1986-01-25 00:09:10.977000+00:00,26855,33,385,1,-14.047,-4.089,-2.662,14.87,14.87,-10.314,196.231,0.018,0.005,0.015,32,
1986-01-25 00:09:12.897000+00:00,26855,33,417,1,-14.043,-4.092,-2.668,14.868,14.868,-10.339,196.248,0.008,0.016,0.015,32,
1986-01-25 00:09:14.817000+00:00,26855,33,449,1,-14.045,-4.087,-2.659,14.867,14.867,-10.303,196.226,0.012,0.01,0.008,32,
1986-01-25 00:09:16.737000+00:00,26855,33,481,1,-14.036,-4.083,-2.649,14.856,14.856,-10.271,196.218,0.011,0.007,0.015,32,
1986-01-25 00:09:18.657000+00:00,26855,33,513,1,-14.029,-4.093,-2.653,14.853,14.853,-10.291,196.264,0.009,0.01,0.015,32,
1986-01-25 00:09:20.577000+00:00,26855,33,545,1,-14.036,-4.084,-2.64,14.854,14.854,-10.237,196.222,0.01,0.015,0.008,32,
1986-01-25 00:09:22.497000+00:00,26855,33,577,1,-14.043,-4.09,-2.644,14.863,14.863,-10.248,196.237,0.015,0.007,0.014,32,
1986-01-25 00:09:24.417000+00:00,26855,33,609,1,-14.043,-4.084,-2.644,14.862,14.862,-10.248,196.216,0.007,0.013,0.017,32,
1986-01-25 00:09:26.337000+00:00,26855,33,641,1,-14.035,-4.082,-2.642,14.854,14.854,-10.248,196.216,0.011,0.014,0.007,32,
1986-01-25 00:09:28.257000+00:00,26855,33,673,1,-14.024,-4.089,-2.653,14.847,14.847,-10.293,196.254,0.014,0.009,0.015,32,
1986-01-25 00:09:30.177000+00:00,26855,33,705,1,-14.013,-4.084,-2.649,14.834,14.834,-10.285,196.247,0.006,0.017,0.014,32,
1986-01-25 00:09:32.097000+00:00,26855,33,737,1,-14.017,-4.079,-2.642,14.835,14.835,-10.257,196.227,0.009,0.013,0.007,32,
1986-01-25 00:09:34.017000+00:00,26855,33,769,1,-14.018,-4.079,-2.642,14.837,14.837,-10.258,196.225,0.015,0.009,0.012,32,
1986-01-25 00:09:35.937000+00:00,26855,34,1,1,-14.012,-4.073,-2.644,14.83,14.83,-10.27,196.207,0.017,0.013,0.015,32,
1986-01-25 00:09:37.857000+00:00,26855,34,33,1,-14.005,-4.066,-2.633,14.82,14.82,-10.234,196.19,0.011,0.01,0.012,32,
1986-01-25 00:09:39.777000+00:00,26855,34,65,1,-14.003,-4.07,-2.641,14.82,14.82,-10.267,196.207,0.01,0.011,0.012,32,
1986-01-25 00:09:41.697000+00:00,26855,34,97,1,-14.003,-4.066,-2.63,14.817,14.817,-10.223,196.193,0.014,0.012,0.009,32,
1986-01-25 00:09:43.617000+00:00,26855,34,129,1,-14.004,-4.078,-2.629,14.82,14.82,-10.216,196.234,0.006,0.01,0.013,32,
1986-01-25 00:09:45.537000+00:00,26855,34,161,1,-13.999,-4.073,-2.634,14.815,14.815,-10.241,196.224,0.01,0.011,0.012,32,
1986-01-25 00:09:47.457000+00:00,26855,34,193,1,-14.0,-4.072,-2.623,14.815,14.815,-10.198,196.217,0.016,0.011,0.011,32,
1986-01-25 00:09:49.377000+00:00,26855,34,225,1,-13.999,-4.076,-2.612,14.812,14.812,-10.156,196.233,0.007,0.012,0.012,32,
1986-01-25 00:09:51.297000+00:00,26855,34,257,1,-13.996,-4.075,-2.612,14.81,14.81,-10.158,196.234,0.009,0.017,0.009,32,
1986-01-25 00:09:53.217000+00:00,26855,34,289,1,-14.001,-4.072,-2.61,14.813,14.813,-10.149,196.216,0.016,0.011,0.018,32,
1986-01-25 00:09:55.137000+00:00,26855,34,321,1,-13.993,-4.067,-2.608,14.803,14.803,-10.146,196.205,0.007,0.017,0.01,32,
1986-01-25 00:09:57.057000+00:00,26855,34,353,1,-13.98,-4.071,-2.604,14.792,14.792,-10.138,196.235,0.008,0.014,0.01,32,
1986-01-25 00:09:58.977000+00:00,26855,34,385,1,-13.985,-4.061,-2.599,14.793,14.793,-10.12,196.193,0.016,0.009,0.012,32,
1986-01-25 00:10:00.897000+00:00,26855,34,417,1,-13.992,-4.066,-2.602,14.801,14.801,-10.126,196.202,0.009,0.015,0.012,32,
1986-01-25 00:10:02.817000+00:00,26855,34,449,1,-13.992,-4.066,-2.601,14.802,14.802,-10.121,196.204,0.008,0.014,0.015,32,
1986-01-25 00:10:04.737000+00:00,26855,34,481,1,-13.996,-4.073,-2.601,14.807,14.807,-10.117,196.227,0.015,0.013,0.011,32,
1986-01-25 00:10:06.657000+00:00,26855,34,513,1,-13.98,-4.064,-2.612,14.791,14.791,-10.172,196.21,0.01,0.012,0.015,32,
1986-01-25 00:10:08.577000+00:00,26855,34,545,1,-13.971,-4.063,-2.611,14.782,14.782,-10.175,196.214,0.008,0.014,0.011,32,
1986-01-25 00:10:10.497000+00:00,26855,34,577,1,-13.974,-4.069,-2.609,14.787,14.787,-10.162,196.233,0.018,0.011,0.011,32,
1986-01-25 00:10:12.417000+00:00,26855,34,609,1,-13.978,-4.081,-2.597,14.792,14.792,-10.112,196.276,0.01,0.013,0.015,32,
1986-01-25 00:10:14.337000+00:00,26855,34,641,1,-13.975,-4.077,-2.603,14.789,14.789,-10.138,196.262,0.008,0.013,0.011,32,
1986-01-25 00:10:16.257000+00:00,26855,34,673,1,-13.969,-4.065,-2.606,14.78,14.78,-10.157,196.227,0.015,0.013,0.011,32,
1986-01-25 00:10:18.177000+00:00,26855,34,705,1,-13.969,-4.084,-2.608,14.785,14.785,-10.161,196.295,0.011,0.012,0.016,32,
1986-01-25 00:10:20.097000+00:00,26855,34,737,1,-13.968,-4.07,-2.582,14.777,14.777,-10.064,196.245,0.01,0.017,0.007,32,
1986-01-25 00:10:22.017000+00:00,26855,34,769,1,-13.964,-4.067,-2.584,14.773,14.773,-10.074,196.239,0.013,0.01,0.013,32,
1986-01-25 00:10:23.937000+00:00,26855,35,1,1,-13.967,-4.065,-2.584,14.774,14.774,-10.074,196.227,0.013,0.009,0.011,32,
1986-01-25 00:10:25.857000+00:00,26855,35,33,1,-13.967,-4.064,-2.589,14.775,14.775,-10.091,196.223,0.012,0.009,0.014,32,
1986-01-25 00:10:27.777000+00:00,26855,35,65,1,-13.961,-4.067,-2.594,14.771,14.771,-10.115,196.242,0.013,0.01,0.011,32,
1986-01-25 00:10:29.697000+00:00,26855,35,97,1,-13.961,-4.067,-2.576,14.768,14.768,-10.044,196.242,0.016,0.008,0.014,32,
1986-01-25 00:10:31.617000+00:00,26855,35,129,1,-13.96,-4.062,-2.58,14.766,14.766,-10.064,196.223,0.012,0.012,0.013,32,
1986-01-25 00:10:33.537000+00:00,26855,35,161,1,-13.955,-4.061,-2.582,14.762,14.762,-10.073,196.226,0.013,0.014,0.01,32,
1986-01-25 00:10:35.457000+00:00,26855,35,193,1,-13.956,-4.063,-2.567,14.761,14.761,-10.013,196.23,0.007,0.01,0.009,32,
1986-01-25 00:10:37.377000+00:00,26855,35,225,1,-13.952,-4.066,-2.57,14.758,14.758,-10.028,196.248,0.011,0.009,0.015,32,
1986-01-25 00:10:39.297000+00:00,26855,35,257,1,-13.955,-4.061,-2.564,14.758,14.758,-10.003,196.224,0.01,0.007,0.008,32,
1986-01-25 00:10:41.217000+00:00,26855,35,289,1,-13.957,-4.065,-2.557,14.76,14.76,-9.977,196.238,0.016,0.01,0.015,32,
1986-01-25 00:10:43.137000+00:00,26855,35,321,1,-13.951,-4.06,-2.559,14.754,14.754,-9.989,196.225,0.01,0.008,0.014,32,
1986-01-25 00:10:45.057000+00:00,26855,35,353,1,-13.954,-4.054,-2.559,14.755,14.755,-9.988,196.198,0.012,0.014,0.007,32,
1986-01-25 00:10:46.977000+00:00,26855,35,385,1,-13.943,-4.064,-2.576,14.751,14.751,-10.058,196.251,0.019,0.008,0.013,32,
1986-01-25 00:10:48.897000+00:00,26855,35,417,1,-13.941,-4.053,-2.565,14.744,14.744,-10.02,196.211,0.008,0.01,0.01,32,
1986-01-25 00:10:50.817000+00:00,26855,35,449,1,-13.942,-4.05,-2.552,14.742,14.742,-9.971,196.198,0.012,0.014,0.009,32,
1986-01-25 00:10:52.737000+00:00,26855,35,481,1,-13.94,-4.046,-2.556,14.74,14.74,-9.986,196.184,0.016,0.009,0.012,32,
1986-01-25 00:10:54.657000+00:00,26855,35,513,1,-13.943,-4.052,-2.549,14.742,14.742,-9.956,196.203,0.011,0.008,0.014,32,
1986-01-25 00:10:56.577000+00:00,26855,35,545,1,-13.94,-4.049,-2.558,14.741,14.741,-9.993,196.196,0.009,0.009,0.009,32,
1986-01-25 00:10:58.497000+00:00,26855,35,577,1,-13.942,-4.051,-2.545,14.741,14.741,-9.944,196.2,0.014,0.009,0.01,32,
1986-01-25 00:11:00.417000+00:00,26855,35,609,1,-13.932,-4.053,-2.555,14.733,14.733,-9.985,196.222,0.009,0.008,0.009,32,
1986-01-25 00:11:02.337000+00:00,26855,35,641,1,-13.933,-4.052,-2.56,14.735,14.735,-10.003,196.217,0.009,0.013,0.011,32,
1986-01-25 00:11:04.257000+00:00,26855,35,673,1,-13.934,-4.054,-2.565,14.737,14.737,-10.022,196.222,0.011,0.01,0.013,32,
1986-01-25 00:11:06.177000+00:00,26855,35,705,1,-13.919,-4.105,-2.556,14.735,14.735,-9.991,196.434,0.011,0.013,0.007,32,
1986-01-25 00:11:08.097000+00:00,26855,35,737,1,-13.911,-4.093,-2.552,14.723,14.723,-9.982,196.395,0.006,0.01,0.01,32,
1986-01-25 00:11:10.017000+00:00,26855,35,769,1,-13.918,-4.099,-2.554,14.731,14.731,-9.985,196.409,0.013,0.006,0.014,12,
1986-01-25 00:11:11.936000+00:00,26855,36,1,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:13.856000+00:00,26855,36,33,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:15.776000+00:00,26855,36,65,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:17.696000+00:00,26855,36,97,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:19.616000+00:00,26855,36,129,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:21.536000+00:00,26855,36,161,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:23.456000+00:00,26855,36,193,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:25.376000+00:00,26855,36,225,1,,,,,,,,,,,0,T    R
1986-01-25 00:11:27.296000+00:00,26855,36,257,1,-13.881,-4.119,-2.529,14.698,14.698,-9.908,196.529,,0.011,0.008,32,T    R
1986-01-25 00:11:29.216000+00:00,26855,36,289,1,-13.876,-4.108,-2.527,14.69,14.69,-9.904,196.491,,0.007,0.016,32,T    R
1986-01-25 00:11:31.136000+00:00,26855,36,321,1,-13.869,-4.103,-2.519,14.681,14.681,-9.879,196.482,,0.013,0.014,32,T    R
1986-01-25 00:11:33.056000+00:00,26855,36,353,1,-13.859,-4.101,-2.527,14.672,14.672,-9.919,196.482,,0.015,0.007,32,T    R
1986-01-25 00:11:34.976000+00:00,26855,36,385,1,-13.88,-4.114,-2.528,14.695,14.695,-9.905,196.51,,0.01,0.011,32,T    R
1986-01-25 00:11:36.896000+00:00,26855,36,417,1,-13.88,-4.111,-2.527,14.694,14.694,-9.902,196.5,,0.009,0.016,32,T    R
1986-01-25 00:11:38.816000+00:00,26855,36,449,1,-13.876,-4.109,-2.512,14.688,14.688,-9.848,196.496,,0.012,0.01,32,T    R
1986-01-25 00:11:40.736000+00:00,26855,36,481,1,-13.861,-4.106,-2.515,14.673,14.673,-9.869,196.501,,0.009,0.013,32,T    R
1986-01-25 00:11:42.656000+00:00,26855,36,513,1,-13.852,-4.106,-2.504,14.662,14.662,-9.835,196.513,,0.013,0.015,32,T    R
1986-01-25 00:11:44.576000+00:00,26855,36,545,1,-13.869,-4.104,-2.504,14.679,14.679,-9.823,196.482,,0.015,0.007,32,T    R
1986-01-25 00:11:46.496000+00:00,26855,36,577,1,-13.865,-4.1,-2.5,14.673,14.673,-9.811,196.472,,0.012,0.011,32,T    R
1986-01-25 00:11:48.416000+00:00,26855,36,609,1,-13.86,-4.092,-2.496,14.665,14.665,-9.799,196.448,,0.014,0.019,32,T    R
1986-01-25 00:11:50.336000+00:00,26855,36,641,1,-13.842,-4.089,-2.504,14.648,14.648,-9.844,196.456,,0.014,0.008,32,T    R
1986-01-25 00:11:52.256000+00:00,26855,36,673,1,-13.849,-4.091,-2.496,14.654,14.654,-9.805,196.458,,0.011,0.012,32,T    R
1986-01-25 00:11:54.176000+00:00,26855,36,705,1,-13.839,-4.084,-2.49,14.642,14.642,-9.79,196.443,,0.015,0.013,32,T    R
1986-01-25 00:11:56.096000+00:00,26855,36,737,1,-13.841,-4.083,-2.493,14.645,14.645,-9.802,196.436,,0.015,0.011,32,T    R
1986-01-25 00:11:58.016000+00:00,26855,36,769,1,-13.836,-4.072,-2.497,14.637,14.637,-9.824,196.4,0.011,0.012,0.008,32,T    R
