PDSTIME,M65536,MOD60,FDS_Line,MAG_ID,BR,BTheta,BPhi,BMAG,AVG_BMAG,DELTA,LAMBDA,RMS_RS,RMS_BT,RMS_BPhi,NPTS,DFLAG
1986-01-25 00:30:02.815000+00:00,26855,59,449,1,-12.64,-3.748,-1.482,13.267,13.267,-6.413,196.516,0.012,0.011,0.011,32,
1986-01-25 00:30:04.735000+00:00,26855,59,481,1,-12.648,-3.743,-1.48,13.273,13.273,-6.401,196.484,0.015,0.004,0.011,32,
1986-01-25 00:30:06.655000+00:00,26855,59,513,1,-12.642,-3.748,-1.474,13.268,13.268,-6.38,196.512,0.007,0.016,0.012,32,
1986-01-25 00:30:08.575000+00:00,26855,59,545,1,-12.649,-3.752,-1.467,13.275,13.275,-6.344,196.519,0.011,0.013,0.011,32,
1986-01-25 00:30:10.495000+00:00,26855,59,577,1,-12.647,-3.747,-1.469,13.272,13.272,-6.355,196.503,0.014,0.008,0.014,32,
1986-01-25 00:30:12.415000+00:00,26855,59,609,1,-12.648,-3.74,-1.474,13.272,13.272,-6.376,196.47,0.007,0.015,0.02,32,
1986-01-25 00:30:14.335000+00:00,26855,59,641,1,-12.635,-3.752,-1.47,13.262,13.262,-6.362,196.54,0.01,0.009,0.012,32,
1986-01-25 00:30:16.255000+00:00,26855,59,673,1,-12.633,-3.74,-1.465,13.256,13.256,-6.346,196.492,0.011,0.008,0.013,32,
1986-01-25 00:30:18.175000+00:00,26855,59,705,1,-12.628,-3.748,-1.469,13.255,13.255,-6.365,196.53,0.011,0.012,0.021,32,
1986-01-25 00:30:20.095000+00:00,26855,59,737,1,-12.629,-3.744,-1.463,13.253,13.253,-6.339,196.512,0.011,0.011,0.012,32,
1986-01-25 00:30:22.015000+00:00,26855,59,769,1,-12.627,-3.743,-1.465,13.251,13.251,-6.346,196.511,0.016,0.012,0.009,32,
1986-01-25 00:30:23.935000+00:00,26856,0,1,1,-12.626,-3.727,-1.454,13.245,13.245,-6.305,196.444,0.018,0.011,0.007,32,
1986-01-25 00:30:25.855000+00:00,26856,0,33,1,-12.619,-3.725,-1.454,13.238,13.238,-6.306,196.445,0.009,0.009,0.015,32,
1986-01-25 00:30:27.775000+00:00,26856,0,65,1,-12.624,-3.732,-1.46,13.244,13.244,-6.33,196.468,0.011,0.017,0.012,32,
1986-01-25 00:30:29.695000+00:00,26856,0,97,1,-12.624,-3.735,-1.46,13.246,13.246,-6.327,196.484,0.018,0.011,0.011,32,
1986-01-25 00:30:31.615000+00:00,26856,0,129,1,-12.623,-3.731,-1.461,13.244,13.244,-6.332,196.466,0.009,0.015,0.014,32,
1986-01-25 00:30:33.535000+00:00,26856,0,161,1,-12.611,-3.729,-1.46,13.232,13.232,-6.336,196.471,0.012,0.019,0.01,32,
1986-01-25 00:30:35.455000+00:00,26856,0,193,1,-12.608,-3.724,-1.453,13.226,13.226,-6.305,196.454,0.016,0.011,0.012,32,
1986-01-25 00:30:37.375000+00:00,26856,0,225,1,-12.614,-3.724,-1.44,13.231,13.231,-6.247,196.447,0.011,0.013,0.014,32,
1986-01-25 00:30:39.295000+00:00,26856,0,257,1,-12.613,-3.735,-1.457,13.235,13.235,-6.32,196.497,0.007,0.014,0.011,32,
1986-01-25 00:30:41.215000+00:00,26856,0,289,1,-12.604,-3.729,-1.45,13.224,13.224,-6.294,196.482,0.013,0.012,0.011,32,
1986-01-25 00:30:43.135000+00:00,26856,0,321,1,-12.604,-3.729,-1.451,13.224,13.224,-6.299,196.481,0.01,0.01,0.016,32,
1986-01-25 00:30:45.055000+00:00,26856,0,353,1,-12.608,-3.729,-1.436,13.226,13.226,-6.232,196.477,0.01,0.016,0.013,32,
1986-01-25 00:30:46.975000+00:00,26856,0,385,1,-12.602,-3.74,-1.448,13.224,13.224,-6.285,196.53,0.019,0.014,0.011,32,
1986-01-25 00:30:48.895000+00:00,26856,0,417,1,-12.601,-3.731,-1.429,13.219,13.219,-6.207,196.491,0.008,0.011,0.015,32,
1986-01-25 00:30:50.815000+00:00,26856,0,449,1,-12.596,-3.734,-1.432,13.216,13.216,-6.222,196.51,0.009,0.011,0.012,32,
1986-01-25 00:30:52.735000+00:00,26856,0,481,1,-12.581,-3.717,-1.436,13.197,13.197,-6.245,196.459,0.018,0.012,0.011,32,
1986-01-25 00:30:54.655000+00:00,26856,0,513,1,-12.58,-3.726,-1.444,13.199,13.199,-6.282,196.498,0.01,0.02,0.016,32,
1986-01-25 00:30:56.575000+00:00,26856,0,545,1,-12.582,-3.724,-1.43,13.199,13.199,-6.221,196.485,0.013,0.01,0.013,32,
1986-01-25 00:30:58.495000+00:00,26856,0,577,1,-12.577,-3.725,-1.432,13.195,13.195,-6.232,196.496,0.017,0.013,0.011,32,
1986-01-25 00:31:00.415000+00:00,26856,0,609,1,-12.573,-3.722,-1.434,13.19,13.19,-6.239,196.49,0.008,0.011,0.015,32,
1986-01-25 00:31:02.335000+00:00,26856,0,641,1,-12.566,-3.725,-1.439,13.186,13.186,-6.264,196.512,0.012,0.01,0.013,32,
1986-01-25 00:31:04.255000+00:00,26856,0,673,1,-12.565,-3.739,-1.447,13.189,13.189,-6.298,196.57,0.018,0.013,0.011,32,
1986-01-25 00:31:06.175000+00:00,26856,0,705,1,-12.564,-3.728,-1.447,13.185,13.185,-6.3,196.525,0.013,0.011,0.015,32,
1986-01-25 00:31:08.095000+00:00,26856,0,737,1,-12.567,-3.729,-1.436,13.187,13.187,-6.253,196.526,0.013,0.015,0.012,32,
1986-01-25 00:31:10.015000+00:00,26856,0,769,1,-12.566,-3.728,-1.434,13.185,13.185,-6.246,196.525,0.016,0.011,0.011,32,
1986-01-25 00:31:11.935000+00:00,26856,1,1,1,-12.559,-3.724,-1.447,13.179,13.179,-6.302,196.516,0.017,0.011,0.016,32,
1986-01-25 00:31:13.855000+00:00,26856,1,33,1,-12.558,-3.709,-1.425,13.172,13.172,-6.211,196.454,0.011,0.007,0.009,32,
1986-01-25 00:31:15.775000+00:00,26856,1,65,1,-12.565,-3.714,-1.426,13.179,13.179,-6.212,196.465,0.008,0.007,0.01,32,
1986-01-25 00:31:17.695000+00:00,26856,1,97,1,-12.563,-3.725,-1.427,13.181,13.181,-6.213,196.514,0.008,0.01,0.013,32,
1986-01-25 00:31:19.615000+00:00,26856,1,129,1,-12.563,-3.716,-1.425,13.179,13.179,-6.207,196.479,0.012,0.004,0.013,32,
1986-01-25 00:31:21.535000+00:00,26856,1,161,1,-12.558,-3.724,-1.423,13.175,13.175,-6.202,196.517,0.006,0.013,0.009,32,
1986-01-25 00:31:23.455000+00:00,26856,1,193,1,-12.559,-3.722,-1.422,13.176,13.176,-6.196,196.509,0.01,0.013,0.013,32,
1986-01-25 00:31:25.375000+00:00,26856,1,225,1,-12.555,-3.716,-1.42,13.171,13.171,-6.189,196.489,0.012,0.005,0.015,32,
1986-01-25 00:31:27.295000+00:00,26856,1,257,1,-12.557,-3.718,-1.408,13.172,13.172,-6.136,196.493,0.011,0.009,0.007,32,
1986-01-25 00:31:29.215000+00:00,26856,1,289,1,-12.557,-3.722,-1.411,13.173,13.173,-6.149,196.51,0.013,0.011,0.013,32,
1986-01-25 00:31:31.135000+00:00,26856,1,321,1,-12.557,-3.715,-1.417,13.172,13.172,-6.176,196.481,0.014,0.009,0.008,32,
1986-01-25 00:31:33.055000+00:00,26856,1,353,1,-12.551,-3.716,-1.41,13.165,13.165,-6.149,196.491,0.01,0.012,0.008,32,
1986-01-25 00:31:34.975000+00:00,26856,1,385,1,-12.551,-3.718,-1.412,13.166,13.166,-6.158,196.502,0.01,0.011,0.015,32,
1986-01-25 00:31:36.895000+00:00,26856,1,417,1,-12.537,-3.723,-1.411,13.155,13.155,-6.16,196.541,0.012,0.011,0.009,32,
1986-01-25 00:31:38.815000+00:00,26856,1,449,1,-12.537,-3.714,-1.4,13.15,13.15,-6.113,196.503,0.007,0.008,0.007,32,
1986-01-25 00:31:40.735000+00:00,26856,1,481,1,-12.545,-3.717,-1.402,13.159,13.159,-6.115,196.506,0.014,0.012,0.017,32,
1986-01-25 00:31:42.655000+00:00,26856,1,513,1,-12.54,-3.718,-1.407,13.156,13.156,-6.139,196.516,0.014,0.014,0.013,32,
1986-01-25 00:31:44.575000+00:00,26856,1,545,1,-12.534,-3.723,-1.409,13.151,13.151,-6.149,196.543,0.008,0.013,0.01,32,
1986-01-25 00:31:46.495000+00:00,26856,1,577,1,-12.512,-3.721,-1.404,13.129,13.129,-6.137,196.562,0.01,0.011,0.01,32,
1986-01-25 00:31:48.415000+00:00,26856,1,609,1,-12.526,-3.712,-1.392,13.139,13.139,-6.08,196.508,0.011,0.012,0.011,32,
1986-01-25 00:31:50.335000+00:00,26856,1,641,1,-12.53,-3.722,-1.402,13.146,13.146,-6.12,196.544,0.007,0.009,0.008,32,
1986-01-25 00:31:52.255000+00:00,26856,1,673,1,-12.524,-3.717,-1.405,13.139,13.139,-6.138,196.53,0.01,0.01,0.013,32,
1986-01-25 00:31:54.175000+00:00,26856,1,705,1,-12.51,-3.714,-1.398,13.125,13.125,-6.114,196.537,0.014,0.009,0.014,32,
1986-01-25 00:31:56.095000+00:00,26856,1,737,1,-12.516,-3.716,-1.396,13.131,13.131,-6.103,196.538,0.007,0.008,0.01,32,
1986-01-25 00:31:58.015000+00:00,26856,1,769,1,-12.516,-3.71,-1.388,13.128,13.128,-6.069,196.51,0.012,0.012,0.014,32,
1986-01-25 00:31:59.935000+00:00,26856,2,1,1,-12.508,-3.713,-1.386,13.121,13.121,-6.064,196.534,0.018,0.01,0.014,32,
1986-01-25 00:32:01.855000+00:00,26856,2,33,1,-12.512,-3.721,-1.389,13.127,13.128,-6.073,196.562,0.008,0.009,0.016,32,
1986-01-25 00:32:03.775000+00:00,26856,2,65,1,-12.508,-3.713,-1.384,13.121,13.121,-6.056,196.533,0.009,0.016,0.01,32,
1986-01-25 00:32:05.695000+00:00,26856,2,97,1,-12.507,-3.708,-1.379,13.118,13.118,-6.035,196.512,0.013,0.01,0.013,32,
1986-01-25 00:32:07.615000+00:00,26856,2,129,1,-12.505,-3.708,-1.384,13.116,13.116,-6.056,196.516,0.008,0.011,0.015,32,
1986-01-25 00:32:09.535000+00:00,26856,2,161,1,-12.509,-3.706,-1.383,13.12,13.12,-6.052,196.504,0.012,0.013,0.007,32,
1986-01-25 00:32:11.455000+00:00,26856,2,193,1,-12.505,-3.708,-1.385,13.117,13.117,-6.059,196.516,0.013,0.008,0.015,32,
1986-01-25 00:32:13.375000+00:00,26856,2,225,1,-12.504,-3.713,-1.392,13.118,13.118,-6.094,196.538,0.007,0.011,0.015,32,
1986-01-25 00:32:15.295000+00:00,26856,2,257,1,-12.509,-3.705,-1.37,13.118,13.118,-5.994,196.498,0.01,0.014,0.009,32,
1986-01-25 00:32:17.215000+00:00,26856,2,289,1,-12.5,-3.703,-1.373,13.109,13.109,-6.012,196.499,0.019,0.006,0.015,32,
1986-01-25 00:32:19.135000+00:00,26856,2,321,1,-12.502,-3.711,-1.379,13.114,13.114,-6.037,196.531,0.008,0.011,0.016,32,
1986-01-25 00:32:21.055000+00:00,26856,2,353,1,-12.495,-3.707,-1.382,13.106,13.106,-6.053,196.526,0.01,0.013,0.007,32,
1986-01-25 00:32:22.975000+00:00,26856,2,385,1,-12.499,-3.708,-1.373,13.11,13.11,-6.012,196.525,0.015,0.008,0.012,32,
1986-01-25 00:32:24.895000+00:00,26856,2,417,1,-12.5,-3.705,-1.367,13.109,13.109,-5.984,196.511,0.011,0.009,0.013,32,
1986-01-25 00:32:26.815000+00:00,26856,2,449,1,-12.492,-3.71,-1.367,13.103,13.103,-5.989,196.541,0.009,0.016,0.008,32,
1986-01-25 00:32:28.735000+00:00,26856,2,481,1,-12.494,-3.71,-1.378,13.106,13.106,-6.035,196.539,0.014,0.009,0.016,32,
1986-01-25 00:32:30.655000+00:00,26856,2,513,1,-12.486,-3.696,-1.371,13.094,13.094,-6.01,196.491,0.012,0.008,0.012,32,
1986-01-25 00:32:32.575000+00:00,26856,2,545,1,-12.477,-3.699,-1.376,13.087,13.087,-6.037,196.513,0.008,0.015,0.008,32,
1986-01-25 00:32:34.495000+00:00,26856,2,577,1,-12.47,-3.696,-1.369,13.078,13.078,-6.009,196.509,0.016,0.006,0.015,32,
1986-01-25 00:32:36.415000+00:00,26856,2,609,1,-12.489,-3.694,-1.359,13.094,13.094,-5.959,196.477,0.01,0.012,0.017,32,
1986-01-25 00:32:38.335000+00:00,26856,2,641,1,-12.482,-3.702,-1.371,13.091,13.091,-6.01,196.518,0.007,0.018,0.01,32,
1986-01-25 00:32:40.255000+00:00,26856,2,673,1,-12.472,-3.699,-1.367,13.081,13.081,-5.999,196.521,0.013,0.01,0.015,32,
1986-01-25 00:32:42.175000+00:00,26856,2,705,1,-12.469,-3.702,-1.369,13.079,13.078,-6.007,196.535,0.01,0.011,0.018,32,
1986-01-25 00:32:44.095000+00:00,26856,2,737,1,-12.469,-3.705,-1.371,13.08,13.08,-6.018,196.551,0.011,0.017,0.009,32,
1986-01-25 00:32:46.015000+00:00,26856,2,769,1,-12.468,-3.701,-1.366,13.077,13.078,-5.997,196.534,0.016,0.008,0.014,32,
1986-01-25 00:32:47.935000+00:00,26856,3,1,1,-12.467,-3.69,-1.359,13.072,13.072,-5.966,196.488,0.018,0.007,0.006,32,
1986-01-25 00:32:49.855000+00:00,26856,3,33,1,-12.454,-3.692,-1.358,13.061,13.061,-5.967,196.513,0.01,0.008,0.014,32,
1986-01-25 00:32:51.775000+00:00,26856,3,65,1,-12.456,-3.694,-1.348,13.062,13.062,-5.924,196.518,0.01,0.015,0.009,32,
1986-01-25 00:32:53.695000+00:00,26856,3,97,1,-12.469,-3.688,-1.347,13.073,13.073,-5.916,196.477,0.023,0.009,0.013,32,
1986-01-25 00:32:55.615000+00:00,26856,3,129,1,-12.462,-3.691,-1.354,13.068,13.068,-5.947,196.496,0.008,0.005,0.014,32,
1986-01-25 00:32:57.535000+00:00,26856,3,161,1,-12.464,-3.687,-1.343,13.067,13.067,-5.899,196.479,0.011,0.016,0.007,32,
1986-01-25 00:32:59.455000+00:00,26856,3,193,1,-12.461,-3.694,-1.347,13.067,13.067,-5.917,196.512,0.021,0.01,0.011,32,
1986-01-25 00:33:01.375000+00:00,26856,3,225,1,-12.466,-3.698,-1.355,13.073,13.073,-5.951,196.521,0.006,0.007,0.018,32,
1986-01-25 00:33:03.295000+00:00,26856,3,257,1,-12.458,-3.69,-1.34,13.062,13.062,-5.89,196.5,0.009,0.014,0.006,32,
1986-01-25 00:33:05.215000+00:00,26856,3,289,1,-12.454,-3.69,-1.347,13.059,13.059,-5.921,196.504,0.015,0.01,0.01,32,
1986-01-25 00:33:07.135000+00:00,26856,3,321,1,-12.45,-3.689,-1.354,13.056,13.056,-5.953,196.506,0.008,0.011,0.014,32,
1986-01-25 00:33:09.055000+00:00,26856,3,353,1,-12.455,-3.684,-1.35,13.058,13.058,-5.934,196.477,0.014,0.011,0.005,32,
1986-01-25 00:33:10.975000+00:00,26856,3,385,1,-12.459,-3.685,-1.334,13.061,13.061,-5.863,196.478,0.014,0.007,0.008,32,
1986-01-25 00:33:12.895000+00:00,26856,3,417,1,-12.457,-3.682,-1.329,13.057,13.057,-5.841,196.467,0.007,0.011,0.01,32,
1986-01-25 00:33:14.815000+00:00,26856,3,449,1,-12.454,-3.684,-1.321,13.054,13.054,-5.809,196.478,0.011,0.015,0.005,32,
1986-01-25 00:33:16.735000+00:00,26856,3,481,1,-12.446,-3.687,-1.329,13.049,13.049,-5.845,196.501,0.012,0.007,0.011,32,
1986-01-25 00:33:18.655000+00:00,26856,3,513,1,-12.45,-3.689,-1.332,13.053,13.053,-5.856,196.504,0.009,0.008,0.015,32,
1986-01-25 00:33:20.575000+00:00,26856,3,545,1,-12.442,-3.676,-1.322,13.041,13.041,-5.818,196.462,0.011,0.016,0.007,32,
1986-01-25 00:33:22.495000+00:00,26856,3,577,1,-12.443,-3.683,-1.323,13.044,13.044,-5.822,196.488,0.016,0.005,0.012,32,
1986-01-25 00:33:24.415000+00:00,26856,3,609,1,-12.445,-3.689,-1.335,13.049,13.049,-5.874,196.511,0.008,0.008,0.012,32,
1986-01-25 00:33:26.335000+00:00,26856,3,641,1,-12.45,-3.685,-1.326,13.051,13.051,-5.831,196.49,0.012,0.011,0.007,32,
1986-01-25 00:33:28.255000+00:00,26856,3,673,1,-12.44,-3.684,-1.326,13.042,13.042,-5.833,196.497,0.02,0.005,0.012,32,
1986-01-25 00:33:30.175000+00:00,26856,3,705,1,-12.434,-3.686,-1.329,13.037,13.037,-5.849,196.514,0.008,0.009,0.013,32,
1986-01-25 00:33:32.095000+00:00,26856,3,737,1,-12.424,-3.681,-1.323,13.025,13.025,-5.828,196.503,0.011,0.015,0.006,32,
1986-01-25 00:33:34.015000+00:00,26856,3,769,1,-12.435,-3.681,-1.325,13.035,13.035,-5.833,196.488,0.015,0.003,0.01,32,
1986-01-25 00:33:35.935000+00:00,26856,4,1,1,-12.424,-3.681,-1.327,13.026,13.026,-5.845,196.503,0.01,0.003,0.009,32,
1986-01-25 00:33:37.855000+00:00,26856,4,33,1,-12.432,-3.682,-1.323,13.033,13.033,-5.826,196.496,0.005,0.01,0.014,32,
1986-01-25 00:33:39.775000+00:00,26856,4,65,1,-12.431,-3.675,-1.315,13.029,13.029,-5.794,196.468,0.016,0.015,0.008,32,
1986-01-25 00:33:41.695000+00:00,26856,4,97,1,-12.424,-3.666,-1.303,13.019,13.019,-5.744,196.44,0.012,0.01,0.01,32,
1986-01-25 00:33:43.615000+00:00,26856,4,129,1,-12.431,-3.671,-1.315,13.028,13.028,-5.793,196.454,0.007,0.013,0.02,32,
1986-01-25 00:33:45.535000+00:00,26856,4,161,1,-12.414,-3.666,-1.301,13.009,13.009,-5.741,196.454,0.012,0.014,0.008,32,
1986-01-25 00:33:47.455000+00:00,26856,4,193,1,-12.411,-3.674,-1.312,13.01,13.01,-5.789,196.489,0.015,0.01,0.014,32,
1986-01-25 00:33:49.375000+00:00,26856,4,225,1,-12.406,-3.676,-1.317,13.006,13.006,-5.81,196.507,0.007,0.013,0.01,32,
1986-01-25 00:33:51.295000+00:00,26856,4,257,1,-12.41,-3.674,-1.312,13.008,13.008,-5.788,196.491,0.01,0.011,0.008,32,
1986-01-25 00:33:53.215000+00:00,26856,4,289,1,-12.405,-3.677,-1.307,13.004,13.004,-5.768,196.51,0.015,0.007,0.012,32,
1986-01-25 00:33:55.135000+00:00,26856,4,321,1,-12.4,-3.684,-1.315,13.003,13.003,-5.805,196.545,0.007,0.011,0.014,32,
1986-01-25 00:33:57.055000+00:00,26856,4,353,1,-12.406,-3.679,-1.316,13.007,13.007,-5.806,196.516,0.01,0.014,0.006,32,
1986-01-25 00:33:58.975000+00:00,26856,4,385,1,-12.405,-3.675,-1.304,13.004,13.004,-5.755,196.502,0.016,0.008,0.014,32,
1986-01-25 00:34:00.895000+00:00,26856,4,417,1,-12.403,-3.672,-1.302,13.001,13.001,-5.746,196.493,0.007,0.01,0.012,32,
1986-01-25 00:34:02.815000+00:00,26856,4,449,1,-12.403,-3.674,-1.301,13.001,13.001,-5.744,196.5,0.012,0.014,0.009,32,
1986-01-25 00:34:04.735000+00:00,26856,4,481,1,-12.392,-3.671,-1.304,12.99,12.99,-5.759,196.503,0.015,0.009,0.012,32,
1986-01-25 00:34:06.655000+00:00,26856,4,513,1,-12.391,-3.68,-1.301,12.991,12.991,-5.748,196.539,0.0,0.013,0.012,32,
1986-01-25 00:34:08.575000+00:00,26856,4,545,1,-12.404,-3.676,-1.303,13.002,13.002,-5.752,196.506,0.011,0.014,0.004,32,
1986-01-25 00:34:10.495000+00:00,26856,4,577,1,-12.383,-3.665,-1.291,12.978,12.978,-5.709,196.486,0.018,0.008,0.011,32,
1986-01-25 00:34:12.415000+00:00,26856,4,609,1,-12.383,-3.663,-1.287,12.978,12.978,-5.692,196.478,0.006,0.01,0.016,32,
1986-01-25 00:34:14.335000+00:00,26856,4,641,1,-12.379,-3.659,-1.289,12.973,12.973,-5.703,196.467,0.009,0.014,0.007,32,
1986-01-25 00:34:16.255000+00:00,26856,4,673,1,-12.378,-3.666,-1.299,12.974,12.974,-5.744,196.499,0.015,0.009,0.014,32,
1986-01-25 00:34:18.175000+00:00,26856,4,705,1,-12.398,-3.662,-1.29,12.992,12.992,-5.7,196.457,0.008,0.014,0.013,32,
1986-01-25 00:34:20.095000+00:00,26856,4,737,1,-12.384,-3.662,-1.292,12.979,12.979,-5.715,196.472,0.011,0.013,0.009,32,
1986-01-25 00:34:22.015000+00:00,26856,4,769,1,-12.373,-3.659,-1.282,12.966,12.966,-5.673,196.476,0.016,0.011,0.01,32,
1986-01-25 00:34:23.935000+00:00,26856,5,1,1,-12.366,-3.655,-1.281,12.958,12.958,-5.673,196.465,0.013,0.01,0.01,32,
1986-01-25 00:34:25.855000+00:00,26856,5,33,1,-12.374,-3.656,-1.28,12.966,12.966,-5.665,196.458,0.007,0.013,0.011,32,
1986-01-25 00:34:27.775000+00:00,26856,5,65,1,-12.376,-3.661,-1.27,12.968,12.968,-5.619,196.48,0.009,0.013,0.01,32,
1986-01-25 00:34:29.695000+00:00,26856,5,97,1,-12.369,-3.659,-1.28,12.963,12.963,-5.667,196.478,0.014,0.009,0.01,32,
1986-01-25 00:34:31.615000+00:00,26856,5,129,1,-12.371,-3.656,-1.28,12.963,12.963,-5.665,196.465,0.009,0.007,0.014,32,
1986-01-25 00:34:33.535000+00:00,26856,5,161,1,-12.365,-3.655,-1.28,12.957,12.957,-5.668,196.467,0.013,0.011,0.01,32,
1986-01-25 00:34:35.455000+00:00,26856,5,193,1,-12.365,-3.659,-1.271,12.958,12.958,-5.631,196.485,0.012,0.009,0.009,32,
1986-01-25 00:34:37.375000+00:00,26856,5,225,1,-12.369,-3.662,-1.271,12.962,12.962,-5.626,196.49,0.01,0.008,0.01,32,
1986-01-25 00:34:39.295000+00:00,26856,5,257,1,-12.371,-3.653,-1.263,12.961,12.961,-5.594,196.451,0.011,0.014,0.012,32,
1986-01-25 00:34:41.215000+00:00,26856,5,289,1,-12.359,-3.66,-1.26,12.951,12.951,-5.581,196.496,0.014,0.012,0.01,32,
1986-01-25 00:34:43.135000+00:00,26856,5,321,1,-12.359,-3.65,-1.267,12.949,12.949,-5.616,196.455,0.009,0.01,0.013,32,
1986-01-25 00:34:45.055000+00:00,26856,5,353,1,-12.369,-3.648,-1.252,12.956,12.956,-5.547,196.43,0.009,0.016,0.009,32,
1986-01-25 00:34:46.975000+00:00,26856,5,385,1,-12.363,-3.65,-1.262,12.952,12.952,-5.589,196.447,0.014,0.011,0.01,32,
1986-01-25 00:34:48.895000+00:00,26856,5,417,1,-12.361,-3.654,-1.263,12.951,12.951,-5.598,196.469,0.009,0.007,0.011,32,
1986-01-25 00:34:50.815000+00:00,26856,5,449,1,-12.356,-3.663,-1.264,12.949,12.949,-5.602,196.512,0.011,0.013,0.009,32,
1986-01-25 00:34:52.735000+00:00,26856,5,481,1,-12.351,-3.66,-1.258,12.943,12.943,-5.576,196.505,0.015,0.01,0.011,32,
1986-01-25 00:34:54.655000+00:00,26856,5,513,1,-12.352,-3.665,-1.273,12.947,12.947,-5.644,196.524,0.008,0.008,0.016,32,
1986-01-25 00:34:56.575000+00:00,26856,5,545,1,-12.353,-3.656,-1.263,12.944,12.944,-5.599,196.487,0.007,0.011,0.011,32,
1986-01-25 00:34:58.495000+00:00,26856,5,577,1,-12.35,-3.653,-1.266,12.941,12.941,-5.613,196.478,0.016,0.008,0.012,32,
1986-01-25 00:35:00.415000+00:00,26856,5,609,1,-12.344,-3.65,-1.257,12.934,12.934,-5.576,196.474,0.011,0.007,0.013,32,
1986-01-25 00:35:02.335000+00:00,26856,5,641,1,-12.34,-3.66,-1.263,12.933,12.933,-5.603,196.521,0.009,0.012,0.012,32,
1986-01-25 00:35:04.255000+00:00,26856,5,673,1,-12.331,-3.66,-1.259,12.924,12.925,-5.591,196.533,0.013,0.012,0.012,32,
1986-01-25 00:35:06.175000+00:00,26856,5,705,1,-12.337,-3.652,-1.245,12.926,12.926,-5.528,196.492,0.011,0.011,0.014,32,
1986-01-25 00:35:08.095000+00:00,26856,5,737,1,-12.343,-3.651,-1.249,12.932,12.933,-5.543,196.479,0.009,0.013,0.011,32,
1986-01-25 00:35:10.015000+00:00,26856,5,769,1,-12.344,-3.659,-1.25,12.936,12.936,-5.545,196.511,0.012,0.012,0.011,32,
1986-01-25 00:35:11.935000+00:00,26856,6,1,1,-12.338,-3.655,-1.246,12.928,12.928,-5.532,196.501,0.013,0.011,0.009,32,
1986-01-25 00:35:13.855000+00:00,26856,6,33,1,-12.332,-3.646,-1.246,12.92,12.92,-5.534,196.469,0.012,0.017,0.014,32,
1986-01-25 00:35:15.775000+00:00,26856,6,65,1,-12.319,-3.643,-1.246,12.907,12.907,-5.538,196.475,0.008,0.014,0.011,32,
1986-01-25 00:35:17.695000+00:00,26856,6,97,1,-12.317,-3.645,-1.24,12.905,12.905,-5.513,196.486,0.013,0.012,0.006,32,
1986-01-25 00:35:19.615000+00:00,26856,6,129,1,-12.318,-3.647,-1.24,12.907,12.907,-5.514,196.492,0.013,0.011,0.016,32,
1986-01-25 00:35:21.535000+00:00,26856,6,161,1,-12.317,-3.646,-1.237,12.904,12.904,-5.499,196.489,0.016,0.016,0.01,32,
1986-01-25 00:35:23.455000+00:00,26856,6,193,1,-12.321,-3.646,-1.231,12.908,12.908,-5.473,196.486,0.012,0.011,0.011,32,
1986-01-25 00:35:25.375000+00:00,26856,6,225,1,-12.306,-3.638,-1.232,12.891,12.891,-5.482,196.47,0.01,0.012,0.016,32,
1986-01-25 00:35:27.295000+00:00,26856,6,257,1,-12.316,-3.64,-1.228,12.901,12.901,-5.46,196.466,0.013,0.012,0.01,32,
1986-01-25 00:35:29.215000+00:00,26856,6,289,1,-12.301,-3.636,-1.234,12.887,12.887,-5.493,196.468,0.015,0.014,0.008,32,
1986-01-25 00:35:31.135000+00:00,26856,6,321,1,-12.302,-3.645,-1.235,12.89,12.89,-5.497,196.504,0.012,0.012,0.015,32,
1986-01-25 00:35:33.055000+00:00,26856,6,353,1,-12.296,-3.645,-1.235,12.884,12.884,-5.5,196.513,0.013,0.014,0.01,32,
1986-01-25 00:35:34.975000+00:00,26856,6,385,1,-12.294,-3.643,-1.225,12.881,12.881,-5.456,196.507,0.012,0.013,0.011,32,
1986-01-25 00:35:36.895000+00:00,26856,6,417,1,-12.291,-3.636,-1.221,12.876,12.876,-5.442,196.479,0.008,0.006,0.012,32,
1986-01-25 00:35:38.815000+00:00,26856,6,449,1,-12.294,-3.64,-1.228,12.88,12.88,-5.471,196.493,0.014,0.014,0.013,32,
1986-01-25 00:35:40.735000+00:00,26856,6,481,1,-12.299,-3.641,-1.245,12.887,12.887,-5.544,196.49,0.015,0.01,0.011,32,
1986-01-25 00:35:42.655000+00:00,26856,6,513,1,-12.288,-3.64,-1.23,12.875,12.875,-5.483,196.502,0.011,0.008,0.014,32,
1986-01-25 00:35:44.575000+00:00,26856,6,545,1,-12.295,-3.627,-1.219,12.877,12.877,-5.432,196.437,0.016,0.013,0.01,32,
1986-01-25 00:35:46.495000+00:00,26856,6,577,1,-12.298,-3.631,-1.211,12.88,12.88,-5.394,196.449,0.016,0.012,0.013,32,
1986-01-25 00:35:48.415000+00:00,26856,6,609,1,-12.298,-3.625,-1.206,12.878,12.878,-5.373,196.425,0.009,0.009,0.014,32,
1986-01-25 00:35:50.335000+00:00,26856,6,641,1,-12.296,-3.632,-1.21,12.878,12.878,-5.393,196.459,0.012,0.015,0.011,32,
